model;section_name;page_number;ref_number;part_code;name;destination;class;quantity;ship_unit;pmn_no
C5070;Scanner Section;18;9;A5C1M50100;Photointerrupter;;B;1;1;
C5070;Scanner Section;18;10;A85CN27800;Scanner   Wiring   /1;;D;1;1;
C5070;Scanner Section;19;1;4581162501;SEAL;;C;9;1;
C5070;Scanner Section;19;2;A0ED273600;Pulley;;C;2;5;
C5070;Scanner Section;19;3;A0ED276301;Pulling Spring;;D;1;5;
C5070;Scanner Section;19;4;A161262200;Cover;;D;1;5;
C5070;Scanner Section;19;5;A161263000;Seal;;D;1;5;
C5070;Scanner Section;19;6;A161275300;Pulley;;D;2;5;
C5070;Scanner Section;19;7;A161275400;Shaft;;D;1;1;
C5070;Scanner Section;19;8;A161275500;Pulley 103T;;D;1;5;
C5070;Scanner Section;19;9;A161275600;Timing belt 335L;;D;1;1;
C5070;Scanner Section;19;10;A161276000;Mounting  Plate;;D;1;1;
C5070;Scanner Section;19;11;A161276500;Bearing;;D;2;5;
C5070;Scanner Section;19;12;A161281100;Guide;;D;1;5;
C5070;Scanner Section;19;13;A161281300;Seal;;D;1;5;
C5070;Scanner Section;19;14;A161M50A00;APS  Photoreflector;;C;1;1;
C5070;Scanner Section;19;15;A161N14201;Scanner Wiring  /2;;D;1;1;
C5070;Scanner Section;19;16;A1UDM50200;Lead  Switch;;C;1;1;
C5070;Scanner Section;19;17;A5C1263300;Seal;;C;1;5;
C5070;Scanner Section;19;18;A5C1263400;Seal;;C;1;5;
C5070;Scanner Section;19;19;A5C1M50100;Photointerrupter;;B;1;1;
C5070;Scanner Section;19;20;A5C1N14300;Scanner Wiring;;D;1;1;
C5070;Scanner Section;19;21;A795275700;Pulling  Spring;;D;1;5;
C5070;Scanner Section;19;22;AC57M10A00;Stepping Motor;;C;1;1;
C5070;Scanner Section;20;1;A0ED271200;Mirror;;D;1;1;
C5070;Scanner Section;20;2;A0ED271300;Plate spring;;D;2;5;
C5070;Scanner Section;20;3;A0ED273600;Pulley;;C;4;5;
C5070;Scanner Section;20;4;A0ED274200;Vibrationproof  Plate;;D;1;1;
C5070;Scanner Section;20;5;A0ED274300;Mirror;;D;2;1;
C5070;Scanner Section;20;6;A0ED274400;Plate spring;;D;3;5;
C5070;Scanner Section;20;7;A161270102;Frame;;D;1;1;
C5070;Scanner Section;20;8;A161270600;Guide;;D;1;5;
C5070;Scanner Section;20;9;A161271000;Bushing;;D;6;5;
C5070;Scanner Section;20;10;A161271100;Bushing;;D;2;5;
C5070;Scanner Section;20;11;A161273113;Frame;;D;1;1;
C5070;Scanner Section;20;12;A161273401;Mounting  Plate;;D;2;1;
C5070;Scanner Section;20;13;A161273500;Guide  Part;;D;1;5;
C5070;Scanner Section;20;14;A161273701;Mounting  Plate;;D;1;1;
C5070;Scanner Section;20;15;A161273800;Mounting  Plate;;D;1;1;
C5070;Scanner Section;20;16;A161274500;Plate spring  /1;;D;1;5;
C5070;Scanner Section;20;17;A161274600;Adjusting  Screw;;C;1;5;
C5070;Scanner Section;20;18;A161N14000;Scanner  Wiring  /4;;D;1;1;
C5070;Scanner Section;20;19;A795273900;Vibrationproof  Plate;;D;2;1;
C5070;Scanner Section;20;20;AA7NM31200;Lamp;;I;1;1;
C5070;Write Section;21;1;A50U121501;Cooling Guide /Front;;D;3;1;
C5070;Write Section;21;2;A50U318101;Pressing  Stay  /Color;;D;3;1;
C5070;Write Section;21;3;A50U318201;Pressing  Stay  /Black;;D;1;1;
C5070;Write Section;21;4;A50U318300;Pressing  Spring  /R;;D;8;5;
C5070;Write Section;21;5;A50U318700;Auxiliary  Pad;;D;6;5;
C5070;Write Section;21;6;A50U318900;Pressing  Guide;;D;8;5;
C5070;Write Section;21;7;A50U319301;Connecting  Plate  /1;;D;2;1;
C5070;Write Section;21;8;AC57N26500;LD Harness /1;;D;1;1;
C5070;Write Section;21;9;AEEHR72700;PHUNIT;;I;4;1;
C5070;Charging Section;22;1;AEEHR70500;Charging Pole Unit;;B;4;1;
C5070;Photo Conductor Section;23;1;ACE6333500;Collection  Gear 40T;;C;4;1;
C5070;Photo Conductor Section;23;2;ACE6333601;Cleaning  Gear  /2 30T;;C;4;1;
C5070;Photo Conductor Section;23;3;ACE6333700;Cleaning  Idler 16/29T;;C;4;1;
C5070;Photo Conductor Section;23;4;ACE6334500;Spacer;;D;4;5;
C5070;Photo Conductor Section;23;5;A4F3903700;Stopper  Ring  /1;;D;8;5;
C5070;Developing Section;24;1;AEEHR70711;Developing Unit;;A;4;1;
C5070;Developing Section;25;1;A0TKH00200;PWB Assembly(PWB-TCR ASSY);;I;4;1;
C5070;Developing Section;25;2;A50U372902;Collection Cover;;D;4;5;
C5070;Developing Section;25;3;A50U373100;Compressing  Coil spring /1;;D;4;5;
C5070;Developing Section;25;4;AAK7374101;Scatteringprevention Sheet /Front;;D;4;1;
C5070;Developing Section;25;5;A50U374501;Seal  /J;;D;8;5;
C5070;Developing Section;25;6;AAK7376001;Scatteringprevention Sheet /Rear;;D;4;1;
C5070;Developing Section;25;7;AEEH377200;Auxiliary  Seal;;D;8;5;
C5070;Toner Supply Section;26;1;4470402401;Stopper;;D;1;5;
C5070;Toner Supply Section;26;2;A04HM60100;Micro Switch;;B;1;1;
C5070;Toner Supply Section;26;3;A85CM90411;Gasket /4;;D;1;5;
C5070;Toner Supply Section;26;4;A50UN12101;Toner  Wiring  /1;;D;1;1;
C5070;Toner Supply Section;26;5;A50UM51000;Photointerrupter;;C;1;1;
C5070;Toner Supply Section;26;6;65AA91101E;INTER LOCK WIRING;;D;1;1;
C5070;Toner Supply Section;26;7;A50UF41500;Toner Supply Support Shaft Caulking ASSY;;D;1;1;
C5070;Toner Supply Section;26;8;A50U442100;Switch Plate;;D;1;1;
C5070;Toner Supply Section;26;9;A50U408101;Receiving  Lower tray;;D;1;1;
C5070;Toner Supply Section;26;10;A50U318700;Auxiliary  Pad;;D;2;5;
C5070;Toner Supply Section;26;11;A50U400600;Toner supply  Seal  /Upper;;D;1;5;
C5070;Toner Supply Section;26;12;A50U400900;Toner supply  Frame  /Upper;;D;1;1;
C5070;Toner Supply Section;26;13;A50U401401;Seal  /Rear;;D;1;1;
C5070;Toner Supply Section;26;14;AEEHR72600;Toner Supply Unit ASSY;C;S;1;1;
C5070;Toner Supply Section;26;15;A50UR71600;Toner Bottle Guide Assy;;D;1;1;
C5070;Toner Supply Section;27;1;07BA12352;Magnet Catch;;C;1;1;
C5070;Toner Supply Section;27;2;26NA32870;CARTRIDGE PRESSING SPRING 2;;C;4;1;
C5070;Toner Supply Section;27;3;26TA32970;CARTRIDGE REGULATING SPRING;;C;4;1;
C5070;Toner Supply Section;27;4;26TA32990;COVER PART;;C;4;1;
C5070;Toner Supply Section;27;5;A1RF441500;Pressing  Part  /Front;;D;4;1;
C5070;Toner Supply Section;27;6;A50U408501;Pressing  Handle;;D;4;1;
C5070;Toner Supply Section;27;7;A50U408600;Toner supply Open/close Spring /A;;D;4;5;
C5070;Toner Supply Section;27;8;A50U408700;Support  Shaft;;D;4;5;
C5070;Toner Supply Section;27;9;A50U408900;Support  Part;;D;4;5;
C5070;Toner Supply Section;27;10;A50U410200;Lock  Spring;;D;4;5;
C5070;Toner Supply Section;27;11;A50U440301;Pressing  Pedestal  /Front;;D;4;1;
C5070;Toner Supply Section;27;12;A50U440601;Pressing  Part  /Rear;;D;4;1;
C5070;Toner Supply Section;27;13;A50U944500;Toner supply  Label  /Y;;D;1;1;
C5070;Toner Supply Section;27;14;A50U944600;Toner supply  Label  /M;;D;1;1;
C5070;Toner Supply Section;27;15;A50U944700;Toner supply  Label  /C;;D;1;1;
C5070;Toner Supply Section;27;16;AEEH944800;Toner supply  Label  /K;;D;1;1;
C5070;Toner Supply Section;27;17;A85C409600;Regulating  Plate;;D;4;1;
C5070;Toner Supply Section;27;18;A9VE400200;Guide  Part;C;D;1;1;
C5070;Toner Supply Section;28;1;26NA32660;TONER SUPPLY SHAFT HOLDER;;C;4;1;
C5070;Toner Supply Section;28;2;56AA40490;Shaft Stopper /4;;C;4;1;
C5070;Toner Supply Section;28;3;65AA77390;Toner Supply Gear /B 56T;;C;4;1;
C5070;Toner Supply Section;28;4;A7AHM20501;Clutch;;C;4;1;
C5070;Toner Supply Section;28;5;A50U400503;Toner supply  Coupling;;D;4;1;
C5070;Toner Supply Section;28;6;A50U401200;Holding  Seal  /A;;D;4;5;
C5070;Toner Supply Section;28;7;A50U401301;Connecting  Shaft;;D;4;1;
C5070;Toner Supply Section;28;8;A50U407600;Toner supply Holding Seal /A;;D;4;1;
C5070;Toner Supply Section;28;9;A50U420400;Toner supply  Gear  /4 25T;;C;4;5;
C5070;Toner Supply Section;28;10;A50U420800;Toner supply  Gear  /8 52T;;C;3;1;
C5070;Toner Supply Section;28;11;A50U421000;Toner supply  Gear  /10 45T;;C;4;5;
C5070;Toner Supply Section;28;12;A50UN12203;Toner  Wiring  /2;;D;1;1;
C5070;Toner Supply Section;29;1;466076020;Paper Feed Feeding Bearing;;B;26;10;
C5070;Toner Supply Section;29;2;25BA77171;Toner Supply Gear /2 13/31T;;C;4;1;
C5070;Toner Supply Section;29;3;40AA32320;Toner Supply Spacer;;C;1;10;
C5070;Toner Supply Section;29;4;56AA77330;Screw Gear 15T;;C;8;1;
C5070;Toner Supply Section;29;5;9J07500201;GEAR 17T;;C;4;5;
C5070;Toner Supply Section;29;6;A7PUM11100;brushless Motor /30;;C;1;1;
C5070;Toner Supply Section;29;7;AEEH404000;Drive  Shaft  /A;;D;4;1;
C5070;Toner Supply Section;29;8;A50U404200;Drive  Shaft  /C;;D;4;1;
C5070;Toner Supply Section;29;9;A50U404600;Drive  Shaft  /B;;D;4;1;
C5070;Toner Supply Section;29;10;A50U406400;Drive  Shaft  /D;;D;1;1;
C5070;Toner Supply Section;29;11;A50U420300;Toner supply  Gear  /3 25/65T;;C;1;1;
C5070;Toner Supply Section;29;12;A50U420900;Toner supply  Gear  /9 35T;;C;2;1;
C5070;Toner Supply Section;29;13;A50U421000;Toner supply  Gear  /10 45T;;C;4;5;
C5070;Toner Supply Section;30;1;40AA88031;Level Detection Sensor;;C;4;1;
C5070;Toner Supply Section;30;2;A9VER71700;Toner Conveyance Assy;;D;4;1;
C5070;Toner Supply Section;30;3;A00JM12100;Stepping motor;;C;4;1;
C5070;Toner Supply Section;30;4;65AA78040;AGITATING GEAR A 18T;;C;4;1;
C5070;Toner Supply Section;30;5;A4EU538400;Release  Gear  /4 15T;;C;8;5;
C5070;Toner Collection Section;31;1;26NA17580;Agitating Coupling /B;;C;1;1;
C5070;Toner Collection Section;31;2;40AA32320;Toner Supply Spacer;;C;1;10;
C5070;Toner Collection Section;31;3;50GA250100;SPACER;;C;1;5;
C5070;Toner Collection Section;31;4;A1RG569900;Suction Gear /2 21T;;C;1;5;
C5070;Toner Collection Section;31;5;A50U361900;Collection Gear /2 14T;;C;1;1;
C5070;Toner Collection Section;31;6;A50U362300;Insulating  Cover;;D;1;1;
C5070;Toner Collection Section;31;7;A50U363300;Open/close  Spring;;D;2;5;
C5070;Toner Collection Section;31;8;A50U365400;Collection  Gear 19T;;C;1;1;
C5070;Toner Collection Section;31;9;A50UF36500;Toner Collection Gate ASSY;;D;1;1;
C5070;Toner Collection Section;31;10;AC57R74500;Collection Pipe Assy;;S;1;1;
C5070;Toner Collection Section;31;11;A9VER71800;Toner Collection Conveyance Assy;;S;1;1;
C5070;Toner Collection Section;31;12;AC57R74600;Collection Pipe / 1 Assy;;D;1;1;
C5070;Toner Collection Section;31;13;A9VP368401;Seal;;D;1;1;
C5070;Toner Collection Section;32;1;4004457301;Stopper;;D;1;5;
C5070;Toner Collection Section;32;2;4470402401;Stopper;;D;1;5;
C5070;Toner Collection Section;32;3;9335140051;Solid State Switch;;B;1;1;
C5070;Toner Collection Section;32;4;55VA47840;Belt Hold Part /3;;D;1;1;
C5070;Toner Collection Section;32;5;56AA12270;EXTERNAL LOCKING PART;;C;1;1;
C5070;Toner Collection Section;32;6;A1RF363500;Control  Spring;;C;1;5;
C5070;Toner Collection Section;32;7;A1RF363801;Detecting  Part  /2;;D;1;1;
C5070;Toner Collection Section;32;8;A50U363200;Collection  Shaft;;D;1;5;
C5070;Toner Collection Section;32;9;A50U363400;Protection  Cover  /Lower;;D;1;1;
C5070;Toner Collection Section;32;10;A50U363701;Cover  Outside;;D;1;1;
C5070;Toner Collection Section;32;11;A50U366800;Cover  /2;;D;1;1;
C5070;Toner Collection Section;32;12;A50U367100;Card;;D;1;5;
C5070;Toner Collection Section;32;13;A50U367400;Cover;;D;1;1;
C5070;Toner Collection Section;32;14;A50U368400;Cover;;D;1;1;
C5070;Toner Collection Section;32;15;A50U369900;Cover  /Front;;D;1;1;
C5070;Toner Collection Section;32;16;A50UM51000;Photointerrupter;;C;1;1;
C5070;Toner Collection Section;32;17;A50UN11801;Detection  Relay harness  /3;;D;1;1;
C5070;Toner Collection Section;32;18;A50UN12000;Detection  Relay harness  /1;;D;1;1;
C5070;Toner Collection Section;32;19;A50UR70115;Waste Toner Box;B,G2,C;A;1;1;
C5070;Toner Collection Section;33;1;466076020;Paper Feed Feeding Bearing;;B;2;10;
C5070;Toner Collection Section;33;2;AC57363000;Collection Gear/4  29T;;C;1;1;
C5070;Toner Collection Section;33;3;A1RF372300;Agitating  Coupling  /1;;D;1;1;
C5070;Toner Collection Section;33;4;A1RG569900;Suction Gear /2 21T;;C;1;5;
C5070;Toner Collection Section;33;5;A50U360700;Collection  Gear  /1 75/23T;;C;2;1;
C5070;Toner Collection Section;33;6;A50U361200;Collection  Gear  /3 32/22T;;C;1;1;
C5070;Toner Collection Section;33;7;A50U361401;Collection  Gear  /2 29/25T;;C;1;1;
C5070;Toner Collection Section;33;8;A7PUM11000;brushless   Motor   /20;;C;1;1;
C5070;Toner Collection Section;33;9;AC57R70700;Toner Collection Drive ASSY;;S;1;1;
C5070;Toner Collection Section;33;10;AC57R74700;Collection Drive Assy;;S;1;1;
C5070;Toner Collection Section;34;1;4038254001;GEAR 37T;;C;1;5;
C5070;Toner Collection Section;34;2;466076020;Paper Feed Feeding Bearing;;B;1;10;
C5070;Toner Collection Section;34;3;13QA40610;Gear Spacer;;C;3;1;
C5070;Toner Collection Section;34;4;A7PUM11000;brushless   Motor   /20;;C;1;1;
C5070;Toner Collection Section;34;5;55GA77050;Conveyance Drive Gear /2 35T;;B;1;10;
C5070;Toner Collection Section;34;6;56UA77280;ADU Conveyance Gear 17T;;C;1;1;
C5070;Toner Collection Section;34;7;56UA77710;Toner Supply Drive Gear /B 16/40T;;C;1;1;
C5070;Toner Collection Section;34;8;65AA77410;Toner Supply Gear /D 31T;;C;1;1;
C5070;Toner Collection Section;34;9;A1RF368500;Collection Gear 14/43T;;C;1;1;
C5070;Toner Collection Section;34;10;A50U367001;Collection  Coupling;;D;1;1;
C5070;Toner Collection Section;34;11;A50U365800;Collection  Gear  /1 62/28T;;C;1;1;
C5070;Toner Collection Section;34;12;A1UD210500;Gear 28T;;C;1;5;
C5070;Toner Collection Section;34;13;A50U365600;Collection  Spring;;D;1;5;
C5070;Toner Collection Section;34;14;A50U362200;Gear  /1 34/14T;;C;2;1;
C5070;Intermediate Transfer Section;35;1;AC57R75144;Transfer Belt Cleaning Unit;;A;1;1;
C5070;Intermediate Transfer Section;35;2;A50UR71P22;Separating Claw Unit;;I;1;1;
C5070;Intermediate Transfer Section;35;3;AC57R74933;Middle Transfer Assy;;I;1;1;
C5070;Intermediate Transfer Section;35;4;AC57R75011;Drive Plate Assy;;C;1;1;
C5070;Intermediate Transfer Section;35;5;07BA15871;Spacer /A;;C;2;10;
C5070;Intermediate Transfer Section;35;6;65AA26600;Slide Spring;;C;1;1;
C5070;Intermediate Transfer Section;35;7;A1DUR71900;Separation Claw Assy;;B;3;1;
C5070;Intermediate Transfer Section;35;8;A50U503200;Bushing;;D;2;1;
C5070;Intermediate Transfer Section;35;9;A50U506900;Release Plate;;D;1;1;
C5070;Intermediate Transfer Section;36;1;4470402401;Stopper;;D;2;5;
C5070;Intermediate Transfer Section;36;2;40AA32320;Toner Supply Spacer;;C;4;10;
C5070;Intermediate Transfer Section;36;3;65AA11300;Support Part;;D;1;1;
C5070;Intermediate Transfer Section;36;4;A0P0M50400;Humidity sensor;;C;1;1;
C5070;Intermediate Transfer Section;36;5;A03U515100;Insulating Sheet;;D;1;5;
C5070;Intermediate Transfer Section;36;6;A50U500800;Hold  Part;;D;2;5;
C5070;Intermediate Transfer Section;36;7;A50U503600;Stopper  Plate;;D;2;1;
C5070;Intermediate Transfer Section;36;8;A50U503700;Spring;;D;2;5;
C5070;Intermediate Transfer Section;36;9;A50U505202;Plate;;D;1;5;
C5070;Intermediate Transfer Section;36;10;A50U506200;Stopper  Plate;;D;2;5;
C5070;Intermediate Transfer Section;36;11;A50U506300;Transfer  Bushing /Rear;;D;2;1;
C5070;Intermediate Transfer Section;36;12;A50U508600;Transfer Support Plate;;D;2;5;
C5070;Intermediate Transfer Section;36;13;A50U508800;Transfer  Bushing /Front;;D;2;1;
C5070;Intermediate Transfer Section;36;14;A85CM55600;Photo   Sensor;;I;2;1;
C5070;Intermediate Transfer Section;36;15;A9VP513600;Protection  Sheet  /2;;D;2;1;
C5070;Intermediate Transfer Section;36;16;A9VP517800;Protection  Sheet  /3;;D;1;1;
C5070;Intermediate Transfer Section;36;17;A9VP517900;Guide  Cover;;D;1;1;
C5070;Intermediate Transfer Section;37;1;12QV40650;Spacer;;B;4;1;
C5070;Intermediate Transfer Section;37;2;55VA42120;Shaft Stopper;;C;3;1;
C5070;Intermediate Transfer Section;37;3;56AA17321;PIN A D2X12;;B;1;1;
C5070;Intermediate Transfer Section;37;4;65AA26870;REGULATING COLLAR;;C;2;1;
C5070;Intermediate Transfer Section;37;5;A50UR72100;Insulating Holder / Rear Assy;;D;1;1;
C5070;Intermediate Transfer Section;37;6;A00J617900;Ball Bearing;;B;2;1;
C5070;Intermediate Transfer Section;37;7;A00V240600;Ball Bearing;;B;2;1;
C5070;Intermediate Transfer Section;37;8;A03U512300;Fixing  Screw;;C;4;1;
C5070;Intermediate Transfer Section;37;9;AC57M10300;DC   Brushless Motor  /25;;C;1;1;
C5070;Intermediate Transfer Section;37;10;A1DUR73500;Power Supply Block  / A Assy;;D;3;1;
C5070;Intermediate Transfer Section;37;11;A9VE500200;Transfer Belt / C;;A;1;1;
C5070;Intermediate Transfer Section;37;12;A1RF517300;bearing;;C;2;1;
C5070;Intermediate Transfer Section;37;13;A50U500401;2nd Transfer Roller/Up;;A;1;1;
C5070;Intermediate Transfer Section;37;14;A50U502500;Transfer Release Cam /C;;D;1;1;
C5070;Intermediate Transfer Section;37;15;A50U502600;Transfer Release Cam /C;;D;1;1;
C5070;Intermediate Transfer Section;37;16;AC57503900;Drive Plate;;D;1;1;
C5070;Intermediate Transfer Section;37;17;AC57504000;Cover;;D;1;1;
C5070;Intermediate Transfer Section;37;18;A50U504400;Pressure  Gear  /M 18T;;C;1;1;
C5070;Intermediate Transfer Section;37;19;A50U504500;Compressing  Gear  /1 35/18T;;C;1;1;
C5070;Intermediate Transfer Section;37;20;A50U504600;Pressure  Gear  /2 43/18T;;C;1;1;
C5070;Intermediate Transfer Section;37;21;A50U504700;Pressure  Gear  /3 56/18T;;C;1;1;
C5070;Intermediate Transfer Section;37;22;A50U505000;Pressure  Gear  /4 44T;;C;1;1;
C5070;Intermediate Transfer Section;37;23;A50U505100;Pressure  Shaft;;D;1;1;
C5070;Intermediate Transfer Section;37;24;A50U505300;Light blocking  Plate;;D;1;1;
C5070;Intermediate Transfer Section;37;25;A50U505901;Insulating  Holder  /Front;;D;1;1;
C5070;Intermediate Transfer Section;37;26;A50U506101;Positioning  Shaft  /Upper;;D;1;1;
C5070;Intermediate Transfer Section;37;27;A50U506701;Idler  Roller;;C;1;1;
C5070;Intermediate Transfer Section;37;28;A50U507000;Positioning  Shaft  /Lower;;D;1;1;
C5070;Intermediate Transfer Section;37;29;A50U509100;Lifting  Collar  /8;;D;1;5;
C5070;Intermediate Transfer Section;37;30;A50U517301;Control Plate;;D;1;1;
C5070;Intermediate Transfer Section;37;31;A50UN24501;HV  Relay harness  /1;;D;1;1;
C5070;Intermediate Transfer Section;37;32;A50UN24701;HV  Relay harness  /2;;D;1;1;
C5070;Intermediate Transfer Section;37;33;A50UN24901;HV  Relay harness  /3;;D;1;1;
C5070;Intermediate Transfer Section;38;1;07BA15871;Spacer /A;;C;4;10;
C5070;Intermediate Transfer Section;38;2;40AA32320;Toner Supply Spacer;;C;4;10;
C5070;Intermediate Transfer Section;38;3;65AA26380;Transfer Powering Bushing;;B;6;1;
C5070;Intermediate Transfer Section;38;4;A50U509701;Slide Plate /Rear;;D;1;1;
C5070;Intermediate Transfer Section;38;5;65AA26690D;Transfer Powering Plate /K;;D;1;5;
C5070;Intermediate Transfer Section;38;6;65AA26900D;High voltage Powering Block /C;;D;3;1;
C5070;Intermediate Transfer Section;38;7;A00J617800;Ball Bearing;;A;4;1;
C5070;Intermediate Transfer Section;38;8;A50U500601;Slide Plate /Front;;D;1;1;
C5070;Intermediate Transfer Section;38;9;A50U501201;1st Transfer Roller;;A;4;1;
C5070;Intermediate Transfer Section;38;10;A50U501900;Transfer Pressure Roller /K;;C;1;1;
C5070;Intermediate Transfer Section;38;11;A9VP513400;Stopper;;D;2;1;
C5070;Intermediate Transfer Section;38;12;A9VP505400;Transfer Pressure Roller /Y;;C;1;1;
C5070;Intermediate Transfer Section;38;13;A50U505500;Release Arm;;D;2;5;
C5070;Intermediate Transfer Section;38;14;A50U505601;Power supply  Block  /D;;D;1;1;
C5070;Intermediate Transfer Section;38;15;A50U505700;Transfer Roller Bearing /K;;B;2;1;
C5070;Intermediate Transfer Section;38;16;A50U505800;High voltage Powering Block /B;;D;1;1;
C5070;Intermediate Transfer Section;38;17;AC57N13700;Transfer  Detection Harness  /4;;D;1;1;
C5070;Intermediate Transfer Section;38;18;A50U507600;Transfer Powering Plate /L;;D;1;5;
C5070;Intermediate Transfer Section;38;19;A50U507801;Pressure  Spring  /C;;D;6;5;
C5070;Intermediate Transfer Section;38;20;A50U507900;Pressure  Spring  /Black;;D;2;5;
C5070;Intermediate Transfer Section;38;21;A50U508001;Pressing Spring /Front;;D;1;5;
C5070;Intermediate Transfer Section;38;22;A50U508102;Pressing Spring /Rear;;D;1;5;
C5070;Intermediate Transfer Section;38;23;A50U510100;High voltage Powering Block /C;;D;3;1;
C5070;Intermediate Transfer Section;38;24;A50U510200;Transfer Powering Plate /Front;;D;3;5;
C5070;Intermediate Transfer Section;38;25;A50UN13203;Transfer  Drive harness  /1;;D;1;1;
C5070;Intermediate Transfer Section;39;1;A1RF508000;Tension  Pulley;;D;2;1;
C5070;Intermediate Transfer Section;39;2;A1RF508100;Pulling  Wire;;D;2;1;
C5070;Intermediate Transfer Section;39;3;A1RF508200;Tension  Shaft;;D;2;1;
C5070;Intermediate Transfer Section;39;4;55VA15190;Fixing Drive Pin;;B;1;1;
C5070;Intermediate Transfer Section;39;5;A50U501401;Drive Gear 108T;;C;1;1;
C5070;Intermediate Transfer Section;39;6;A50U501702;Tension  Spring;;D;1;1;
C5070;Intermediate Transfer Section;39;7;A9VP502101;Auxiliary  Roller  /C;;C;4;1;
C5070;Intermediate Transfer Section;39;8;A50U502700;Handle  /Rear;;D;1;5;
C5070;Intermediate Transfer Section;39;9;A50U502900;Handle;;D;1;1;
C5070;Intermediate Transfer Section;39;10;A50U503001;Mounting  Plate;;D;1;1;
C5070;Intermediate Transfer Section;39;11;A50U503500;Bushing;;D;8;1;
C5070;Intermediate Transfer Section;39;12;A50UR73J00;Cleaning Sheet Assy;;D;1;1;
C5070;Intermediate Transfer Section;39;13;AC57R75500;Drive Roller Assy;;C;1;1;
C5070;Intermediate Transfer Section;39;14;40AA32320;Toner Supply Spacer;;C;2;10;
C5070;Intermediate Transfer Section;39;15;A00J617800;Ball Bearing;;A;2;1;
C5070;Intermediate Transfer Section;39;16;A9VP518000;Auxiliary Roller /1;;C;1;1;
C5070;Intermediate Transfer Section;40;1;40AA32320;Toner Supply Spacer;;C;10;10;
C5070;Intermediate Transfer Section;40;2;65AA20060;COLLECTING COVER;;C;1;1;
C5070;Intermediate Transfer Section;40;3;65AA20300;TONER COLLECTING SPRING;;C;1;1;
C5070;Intermediate Transfer Section;40;4;A9CE716000;Ball bearing /S;;C;9;1;
C5070;Intermediate Transfer Section;40;5;A9VP534900;Lower Side Seal/Fr;;A;1;1;
C5070;Intermediate Transfer Section;40;6;A9VP535000;Lower Side Seal/Rr;;A;1;1;
C5070;Intermediate Transfer Section;40;7;A9VP535300;Seal;;A;1;1;
C5070;Intermediate Transfer Section;40;8;A9VP535400;Seal;;A;1;1;
C5070;Intermediate Transfer Section;40;9;A9VP545100;Gear  /1  22T;;C;1;1;
C5070;Intermediate Transfer Section;40;10;A9VP545200;Mounting  Plate;;D;1;1;
C5070;Intermediate Transfer Section;40;11;A9VP545302;Collection  Pipe  /Upper;;D;1;1;
C5070;Intermediate Transfer Section;40;12;A9VP545400;Gear  /2  35T;;C;1;1;
C5070;Intermediate Transfer Section;40;13;A9VP545500;Drive  Shaft  /1;;D;1;1;
C5070;Intermediate Transfer Section;40;14;A9VP545600;Drive  Shaft  /6;;D;1;1;
C5070;Intermediate Transfer Section;40;15;A9VP545700;Gear  /3  40T;;C;1;1;
C5070;Intermediate Transfer Section;40;16;A9VP545800;Gear  /4  33T;;C;1;1;
C5070;Intermediate Transfer Section;40;17;A9VP545900;Gear  /5  25T;;C;1;1;
C5070;Intermediate Transfer Section;40;18;A9VP546000;Gear  /7  35T;;C;1;1;
C5070;Intermediate Transfer Section;40;19;A9VP546100;Collection  Pipe  /Lower;;D;1;1;
C5070;Intermediate Transfer Section;40;20;A9VP546200;Gear  /6  31T;;C;1;1;
C5070;Intermediate Transfer Section;40;21;A9VP546300;Collection  Seal  /1;;D;1;1;
C5070;Intermediate Transfer Section;40;22;A9VP546400;Gear  /1  19T;;C;1;1;
C5070;Intermediate Transfer Section;40;23;A9VP546500;Gear  /2  22T;;C;2;1;
C5070;Intermediate Transfer Section;40;24;A9VP546600;Drive  Shaft  /4;;D;1;1;
C5070;Intermediate Transfer Section;40;25;A9VP546700;Cleaning  Seal  /2;;D;1;5;
C5070;Intermediate Transfer Section;40;26;A9VP546800;Positioning  Lever;;D;1;1;
C5070;Intermediate Transfer Section;40;27;A9VP546900;Positioning  Lever  /1;;D;1;5;
C5070;Intermediate Transfer Section;40;28;A9VP547100;Gear  /8  32T;;C;1;1;
C5070;Intermediate Transfer Section;40;29;A9VP547900;Rotation  Roll;;D;1;1;
C5070;Intermediate Transfer Section;41;1;56AA20940D;Toner Dust-proof Seal /D;;D;2;5;
C5070;Intermediate Transfer Section;41;2;56AA40490;Shaft Stopper /4;;C;3;1;
C5070;Intermediate Transfer Section;41;3;AC57533400;Blade Fulcrum Shaft;;D;1;1;
C5070;Intermediate Transfer Section;41;4;A1DUR71C11;Sheet /1 Assy;;A;1;1;
C5070;Intermediate Transfer Section;41;5;A1DUR71D00;Sheet /2 Assy;;C;1;1;
C5070;Intermediate Transfer Section;41;6;A9VP536600;Pressing  Plate;;D;1;1;
C5070;Intermediate Transfer Section;41;7;A9VP536700;Holding  Plate;;D;1;1;
C5070;Intermediate Transfer Section;41;8;A9VP540100;Collection Scraper/C;;A;1;1;
C5070;Intermediate Transfer Section;41;9;A9VP543600;Pulling  Coil spring /C;;D;2;5;
C5070;Intermediate Transfer Section;41;10;A9VP543700;Transfer  Spring  /C;;D;2;5;
C5070;Intermediate Transfer Section;41;11;AC57946500;ID Label;;D;1;5;
